the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,street,segmentid,Rank,PMP_ID,NTA2020,Boro,Category,NTAName,FEMAFldz,FEMAFldT,HrcEvac,SHAPE_Leng
"MULTILINESTRING ((-73.98936686021689 40.74146174397787, -73.98912579828858 40.74135773451446))",1,Manhattan,105,2,75,28,12,EAST 23 STREET,115234,1,32273,MN0501,MN,Global,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,76.79997449
"MULTILINESTRING ((-73.98641663140243 40.74020708497929, -73.98636141742988 40.740184799904945))",1,Manhattan,105,2,"74,75",28,12,EAST 23 STREET,164406,1,32197,MN0501,MN,Global,"Midtown South-Flatiron-Union Square,Gramercy",X,AREA OF MINIMAL FLOOD HAZARD,6,17.32129994
"MULTILINESTRING ((-73.98817709950141 40.74828882263136, -73.9887140510859 40.74851327363088))",1,Manhattan,105,"3,4",75,27,12,WEST 32 STREET,33908,1,32219,MN0501,MN,Global,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,169.7706752
"MULTILINESTRING ((-73.98549602215002 40.74715232945081, -73.98817709950141 40.74828882263136))",1,Manhattan,105,"3,4",75,"28,27",12,WEST 32 STREET,34019,1,32254,MN0501,MN,Global,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,850.4798589
"MULTILINESTRING ((-73.9887140510859 40.74851327363088, -73.99156300592114 40.74970592178236))",1,Manhattan,105,3,75,"31,27",12,WEST 32 STREET,33900,1,32134,MN0501,MN,Global,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,901.0695576
"MULTILINESTRING ((-73.99169668480206 40.751444817388645, -73.99219264758479 40.751653936905456))",1,Manhattan,105,3,75,31,10,WEST 34 STREET,271330,1,32275,MN0501,MN,Global,"Midtown South-Flatiron-Union Square,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,157.1227062
"MULTILINESTRING ((-73.98793687506073 40.749854966929476, -73.9888951168207 40.75026063407725))",1,Manhattan,105,"3,4",75,27,12,WEST 34 STREET,297777,1,32267,MN0501,MN,Global,"Midtown South-Flatiron-Union Square,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,303.8679738
"MULTILINESTRING ((-73.98456077106887 40.74843884222932, -73.98607892421062 40.7490768182935))",1,Manhattan,105,4,75,27,12,WEST 34 STREET,297753,1,32271,MN0501,MN,Global,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,480.5933053
"MULTILINESTRING ((-73.98607892421062 40.7490768182935, -73.98776905997889 40.74978702856712))",1,Manhattan,105,4,75,27,12,WEST 34 STREET,297754,1,32271,MN0501,MN,Global,"Midtown South-Flatiron-Union Square,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,535.0259986
"MULTILINESTRING ((-73.9888951168207 40.75026063407725, -73.99062219983793 40.750991753482246))",1,Manhattan,105,3,75,"31,27","10,12",WEST 34 STREET,297778,1,32267,MN0501,MN,Global,"Midtown South-Flatiron-Union Square,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,547.6657499
"MULTILINESTRING ((-73.98776905997889 40.74978702856712, -73.98793687506073 40.749854966929476))",1,Manhattan,105,"3,4",75,27,12,WEST 34 STREET,33918,1,32267,MN0501,MN,Global,"Midtown South-Flatiron-Union Square,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,52.67495916
"MULTILINESTRING ((-73.96796736243904 40.759621113109006, -73.96752074060277 40.76024888479202))",1,Manhattan,106,4,73,28,12,3 AVENUE,165542,1,33025,MN0604,MN,Global,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,260.039465
"MULTILINESTRING ((-73.96804993377276 40.75958889346562, -73.96796736243904 40.759621113109006))",1,Manhattan,106,4,73,28,12,3 AVENUE,165541,1,33025,MN0604,MN,Global,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,25.71110635
"MULTILINESTRING ((-73.96752074060277 40.76024888479202, -73.96724618291016 40.76063112892144))",1,Manhattan,106,4,73,28,12,3 AVENUE,297371,1,33030,MN0604,MN,Global,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,158.6810903
"MULTILINESTRING ((-73.9670364966003 40.76092299650347, -73.96658338491962 40.76155093457686))",1,Manhattan,"108,106",4,73,28,12,3 AVENUE,323835,1,33021,MN0604,MN,Global,"East Midtown-Turtle Bay,Upper East Side-Lenox Hill-Roosevelt Island,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,260.9517085
"MULTILINESTRING ((-73.96724618291016 40.76063112892144, -73.96715838342668 40.76075738078958))",1,Manhattan,106,4,73,28,12,3 AVENUE,297372,1,33030,MN0604,MN,Global,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,52.03262187
"MULTILINESTRING ((-73.97213617329938 40.75394323419074, -73.97167699177699 40.75456963086842))",1,Manhattan,106,4,73,"28,27",12,3 AVENUE,35963,1,32921,MN0604,MN,Global,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,6,261.2803192
"MULTILINESTRING ((-73.96893510353414 40.75833009109362, -73.96847979642743 40.75895012712833))",1,Manhattan,106,4,73,28,12,3 AVENUE,36142,1,32980,MN0604,MN,Global,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,258.7296766
"MULTILINESTRING ((-73.97121704489972 40.755193323953776, -73.97075919386052 40.755824850976644))",1,Manhattan,106,4,73,"28,27",12,3 AVENUE,36120,1,32992,MN0604,MN,Global,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,6,262.7352311
"MULTILINESTRING ((-73.97395914684222 40.751441020427926, -73.97350255844718 40.752064931686895))",1,Manhattan,106,4,"73,74","28,27",12,3 AVENUE,35952,1,32815,MN0604,MN,Global,"Murray Hill-Kips Bay,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,260.1418848
"MULTILINESTRING ((-73.96847979642743 40.75895012712833, -73.96804993377276 40.75958889346562))",1,Manhattan,106,4,73,28,12,3 AVENUE,36145,1,33016,MN0604,MN,Global,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,261.4227529
"MULTILINESTRING ((-73.9698485988625 40.757075957333555, -73.96939411367825 40.75769952728573))",1,Manhattan,106,4,73,28,12,3 AVENUE,36138,1,33012,MN0604,MN,Global,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,259.7452398
"MULTILINESTRING ((-73.97167699177699 40.75456963086842, -73.97121704489972 40.755193323953776))",1,Manhattan,106,4,73,28,12,3 AVENUE,36119,1,32961,MN0604,MN,Global,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,6,260.5234876
"MULTILINESTRING ((-73.97258874996034 40.753317887647945, -73.97213617329938 40.75394323419074))",1,Manhattan,106,4,73,"28,27",12,3 AVENUE,35960,1,32903,MN0604,MN,Global,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,260.0595281
"MULTILINESTRING ((-73.97350255844718 40.752064931686895, -73.9730450260774 40.75269162252303))",1,Manhattan,106,4,"73,74","28,27",12,3 AVENUE,35956,1,32728,MN0604,MN,Global,"Murray Hill-Kips Bay,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,261.1535294
"MULTILINESTRING ((-73.97444451615803 40.75076469254384, -73.97395914684222 40.751441020427926))",1,Manhattan,106,4,"73,74","28,27",12,3 AVENUE,35940,1,32795,MN0604,MN,Global,"Murray Hill-Kips Bay,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,280.7168126
"MULTILINESTRING ((-73.98360612752698 40.75294857349666, -73.9850436378595 40.75355414838458))",1,Manhattan,105,4,75,27,12,WEST 40 STREET,313236,1,32498,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,455.3035789
"MULTILINESTRING ((-73.98182244341933 40.752197127428474, -73.98345866445068 40.75288644994664))",1,Manhattan,105,4,"73,75",27,12,WEST 40 STREET,313231,1,32498,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,518.2521756
"MULTILINESTRING ((-73.98345866445068 40.75288644994664, -73.98360612752698 40.75294857349666))",1,Manhattan,105,4,75,27,12,WEST 40 STREET,313235,1,32498,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,46.70666069
"MULTILINESTRING ((-73.98789162897857 40.754749390640484, -73.99072636359222 40.755950405478075))",1,Manhattan,"105,104",3,75,"31,27","10,12",WEST 40 STREET,33942,1,32335,MN0502,MN,Global,"Hell's Kitchen,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,899.0353417
"MULTILINESTRING ((-73.9850436378595 40.75355414838458, -73.98686557851738 40.7543178190716))",1,Manhattan,105,"3,4",75,27,12,WEST 40 STREET,34051,1,32394,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,576.3811946
"MULTILINESTRING ((-73.98686557851738 40.7543178190716, -73.98789162897857 40.754749390640484))",1,Manhattan,105,"3,4",75,27,"10,12",WEST 40 STREET,33946,1,32485,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,324.8587992
"MULTILINESTRING ((-73.98744642207114 40.75537296092633, -73.99027621424328 40.7565675646901))",1,Manhattan,"105,104",3,75,27,"10,12",WEST 41 STREET,33944,1,32340,MN0502,MN,Global,"Hell's Kitchen,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,896.6970157
"MULTILINESTRING ((-73.98663912581297 40.75503452236251, -73.98744642207114 40.75537296092633))",1,Manhattan,105,"3,4",75,27,"10,12",WEST 41 STREET,33950,1,32433,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,255.3992841
"MULTILINESTRING ((-73.98459584278879 40.75417694199767, -73.98663912581297 40.75503452236251))",1,Manhattan,105,"3,4",75,27,12,WEST 41 STREET,34059,1,32430,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,646.5985822
"MULTILINESTRING ((-73.97710781103149 40.75188340622335, -73.97685152366758 40.7517764937864))",1,Manhattan,105,4,73,27,12,EAST 42 STREET,257391,1,32851,MN0604,MN,Global,"Murray Hill-Kips Bay,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,80.990207
"MULTILINESTRING ((-73.97779152186357 40.75216759560231, -73.97767660520782 40.75211893707499))",1,Manhattan,105,4,73,"28,27",12,EAST 42 STREET,165349,1,32373,MN0502,MN,Global,"Midtown-Times Square,Murray Hill-Kips Bay,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,36.4419568
"MULTILINESTRING ((-73.97834877079899 40.752410129533466, -73.97779152186357 40.75216759560231))",1,Manhattan,105,4,73,"28,27",12,EAST 42 STREET,165348,1,32373,MN0502,MN,Global,"Midtown-Times Square,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,177.8912288
"MULTILINESTRING ((-73.98411754819874 40.75484205246508, -73.98640436719185 40.75580802892458))",1,Manhattan,105,"3,4",75,27,12,WEST 42 STREET,34061,1,32319,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,724.7508557
"MULTILINESTRING ((-73.9897908537405 40.75723313192487, -73.99263301195536 40.75842968668124))",1,Manhattan,"105,104",3,75,27,10,WEST 42 STREET,33952,1,32007,MN0402,MN,Global,"Hell's Kitchen,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,6,900.018801
"MULTILINESTRING ((-73.98640436719185 40.75580802892458, -73.98694873854542 40.75603590259463))",1,Manhattan,105,"3,4",75,27,"10,12",WEST 42 STREET,34053,1,32513,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,172.1581331
"MULTILINESTRING ((-73.98088709868144 40.75348098898138, -73.97928686269984 40.75280049654364))",1,Manhattan,105,4,"73,75","28,27",12,EAST 42 STREET,34179,1,32455,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,507.9724978
"MULTILINESTRING ((-73.98088709868144 40.75348098898138, -73.98411754819874 40.75484205246508))",1,Manhattan,105,4,"73,75",27,12,WEST 42 STREET,34178,1,32294,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,1023.204093
"MULTILINESTRING ((-73.97651587152038 40.751636471937, -73.9760482489926 40.75144139363124))",1,Manhattan,"105,106",4,73,27,12,EAST 42 STREET,297549,1,32851,MN0604,MN,Global,"Murray Hill-Kips Bay,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,147.7764023
"MULTILINESTRING ((-73.97877156323332 40.75258606797925, -73.97834877079899 40.752410129533466))",1,Manhattan,105,4,73,"28,27",12,EAST 42 STREET,297614,1,32562,MN0502,MN,Global,"Midtown-Times Square,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,133.5311929
"MULTILINESTRING ((-73.97928686269984 40.75280049654364, -73.97877156323332 40.75258606797925))",1,Manhattan,105,4,73,"28,27",12,EAST 42 STREET,297613,1,32562,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,162.7465517
"MULTILINESTRING ((-73.97754285010758 40.75206355608818, -73.97710781103149 40.75188340622335))",1,Manhattan,105,4,73,27,12,EAST 42 STREET,165353,1,32373,MN0502,MN,Global,"Murray Hill-Kips Bay,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,137.2454407
"MULTILINESTRING ((-73.97767660520782 40.75211893707499, -73.97754285010758 40.75206355608818))",1,Manhattan,105,4,73,"28,27",12,EAST 42 STREET,165352,1,32373,MN0502,MN,Global,"Midtown-Times Square,Murray Hill-Kips Bay,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,42.19556098
"MULTILINESTRING ((-73.98694873854542 40.75603590259463, -73.9884183554505 40.7566549859181))",1,Manhattan,105,3,75,27,"10,12",WEST 42 STREET,9017013,1,32534,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,465.4532211
"MULTILINESTRING ((-73.9884183554505 40.7566549859181, -73.9897908537405 40.75723313192487))",1,Manhattan,"105,104",3,75,27,10,WEST 42 STREET,9017014,1,32534,MN0502,MN,Global,"Hell's Kitchen,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,434.6865633
"MULTILINESTRING ((-73.98039560260892 40.754154808673704, -73.97878321468814 40.753480214555))",1,Manhattan,105,4,"73,75","28,27",12,EAST 43 STREET,34191,1,32286,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,509.8704142
"MULTILINESTRING ((-73.98461925246448 40.75919941062356, -73.9851038294031 40.759404350842615))",1,Manhattan,105,"3,4",75,27,12,WEST 47 STREET,34080,1,32302,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,153.6119375
"MULTILINESTRING ((-73.9851038294031 40.759404350842615, -73.98747524675484 40.76040478670446))",1,Manhattan,"105,104","3,4",75,27,"10,12",WEST 47 STREET,34078,1,32393,MN0502,MN,Global,"Hell's Kitchen,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,751.2972297
"MULTILINESTRING ((-73.98179404264705 40.758021302308286, -73.98461925246448 40.75919941062356))",1,Manhattan,105,4,75,27,12,WEST 47 STREET,34200,1,32318,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,892.6549713
"MULTILINESTRING ((-73.97856525381569 40.756654842729425, -73.98179404264705 40.758021302308286))",1,Manhattan,105,4,"73,75",27,12,WEST 47 STREET,35808,1,32458,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,1023.719092
"MULTILINESTRING ((-73.97856525381569 40.756654842729425, -73.97696049646021 40.755980109505025))",1,Manhattan,105,4,"73,75",27,12,EAST 47 STREET,35809,1,32322,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,508.0291263
"MULTILINESTRING ((-73.97544623296368 40.75533968963325, -73.9753437801406 40.75529969431891))",1,Manhattan,105,4,73,27,12,EAST 47 STREET,165366,1,32444,MN0502,MN,Global,"Midtown-Times Square,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,31.90640347
"MULTILINESTRING ((-73.97605934298538 40.75559989362005, -73.97544623296368 40.75533968963325))",1,Manhattan,105,4,73,27,12,EAST 47 STREET,165365,1,32444,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,194.5259742
"MULTILINESTRING ((-73.97674467649125 40.75916473813565, -73.9762887014338 40.75978674899684))",1,Manhattan,105,4,"73,75",27,12,5 AVENUE,35846,1,32500,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,259.44741
"MULTILINESTRING ((-73.9890962836429 40.742203696841365, -73.98896434073559 40.74237837001784))",1,Manhattan,105,2,75,28,12,5 AVENUE,320046,1,32260,MN0501,MN,Global,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,73.39416738
"MULTILINESTRING ((-73.98137150406399 40.75281385223575, -73.98094066426039 40.75340720773114))",1,Manhattan,105,4,"73,75",27,12,5 AVENUE,264293,1,32554,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,246.945381
"MULTILINESTRING ((-73.98088709868144 40.75348098898138, -73.9806149834593 40.753854047257434))",1,Manhattan,105,4,"73,75",27,12,5 AVENUE,297424,1,32567,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,155.4264558
"MULTILINESTRING ((-73.9806149834593 40.753854047257434, -73.98039560260892 40.754154808673704))",1,Manhattan,105,4,"73,75",27,12,5 AVENUE,297425,1,32567,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,125.305458
"MULTILINESTRING ((-73.97856525381569 40.756654842729425, -73.97811607124794 40.75728442745141))",1,Manhattan,105,4,"73,75",27,12,5 AVENUE,35810,1,32390,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,260.960728
"MULTILINESTRING ((-73.97811607124794 40.75728442745141, -73.9776548278052 40.75791142357771))",1,Manhattan,105,4,"73,75",27,12,5 AVENUE,35838,1,32415,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,261.7464942
"MULTILINESTRING ((-73.9776548278052 40.75791142357771, -73.97720026571093 40.758537932851446))",1,Manhattan,105,4,"73,75",27,12,5 AVENUE,35840,1,32411,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,260.6919663
"MULTILINESTRING ((-73.98182244341933 40.752197127428474, -73.98137150406399 40.75281385223575))",1,Manhattan,105,4,"73,75",27,12,5 AVENUE,34174,1,32287,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,257.0922924
"MULTILINESTRING ((-73.98317416227785 40.75034220887393, -73.98272387439197 40.75095894463455))",1,Manhattan,105,4,"73,75",27,12,5 AVENUE,34043,1,32338,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,257.0097477
"MULTILINESTRING ((-73.9840763605006 40.74910212512281, -73.98362158382677 40.74972377163728))",1,Manhattan,105,4,"73,75",27,12,5 AVENUE,34037,1,32116,MN0502,MN,Global,"Midtown South-Flatiron-Union Square,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,259.1788845
"MULTILINESTRING ((-73.98549602215002 40.74715232945081, -73.98504577643462 40.747773017886495))",1,Manhattan,105,4,75,"28,27",12,5 AVENUE,34020,1,32251,MN0501,MN,Global,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,258.2668725
"MULTILINESTRING ((-73.97902396819073 40.75603186764415, -73.97856525381569 40.756654842729425))",1,Manhattan,105,4,"73,75",27,12,5 AVENUE,35806,1,32325,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,260.1270383
"MULTILINESTRING ((-73.97720026571093 40.758537932851446, -73.97674467649125 40.75916473813565))",1,Manhattan,105,4,"73,75",27,12,5 AVENUE,35843,1,32496,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,260.9233711
"MULTILINESTRING ((-73.97583011953847 40.76041851982221, -73.97537360649405 40.76103990639015))",1,Manhattan,105,4,"73,75","28,27",12,5 AVENUE,35857,1,32502,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,259.320292
"MULTILINESTRING ((-73.97537360649405 40.76103990639015, -73.97491476261229 40.76166726993646))",1,Manhattan,105,4,"73,75","28,27",12,5 AVENUE,35994,1,32332,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,261.5362026
"MULTILINESTRING ((-73.98227490396644 40.75157729789356, -73.98182244341933 40.752197127428474))",1,Manhattan,105,4,"73,75",27,12,5 AVENUE,34172,1,32314,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,258.286323
"MULTILINESTRING ((-73.98864445146414 40.74281411403359, -73.98819361038366 40.74345073605241))",1,Manhattan,105,2,75,28,12,5 AVENUE,33018,1,32249,MN0501,MN,Global,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,263.4466299
"MULTILINESTRING ((-73.98272387439197 40.75095894463455, -73.98227490396644 40.75157729789356))",1,Manhattan,105,4,"73,75",27,12,5 AVENUE,34157,1,32284,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,257.3479371
"MULTILINESTRING ((-73.98957565815402 40.741548080269965, -73.98931843270616 40.741913941713136))",1,Manhattan,105,"3,2",75,28,12,5 AVENUE,33006,1,32260,MN0501,MN,Global,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,151.1563627
"MULTILINESTRING ((-73.98639326575149 40.74592119451798, -73.98594856747108 40.746535853851775))",1,Manhattan,105,4,75,"28,27",12,5 AVENUE,34015,1,32124,MN0501,MN,Global,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,255.6022772
"MULTILINESTRING ((-73.98819361038366 40.74345073605241, -73.98774683766094 40.744065528399524))",1,Manhattan,105,2,75,28,12,5 AVENUE,33884,1,32253,MN0501,MN,Global,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,255.9244393
"MULTILINESTRING ((-73.98774683766094 40.744065528399524, -73.98729805549021 40.74468149840306))",1,Manhattan,105,"4,2",75,28,12,5 AVENUE,33886,1,32141,MN0501,MN,Global,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,256.5689218
"MULTILINESTRING ((-73.98931843270616 40.741913941713136, -73.9890962836429 40.742203696841365))",1,Manhattan,105,"3,2",75,28,12,5 AVENUE,320045,1,32260,MN0501,MN,Global,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,122.2042595
